UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
0160036,17,2,1,1,1,1,1,1,8,1,,402,00068,002,R,4,2
0160036,15,2,1,1,1,1,1,2,3,1,,402,00068,002,R,4,2
0160036,09,2,1,1,1,1,1,1,5,1,,402,00068,002,R,4,2
0160036,16,3,1,1,1,1,1,1,2,1,,402,00068,002,R,4,2
0160036,14,2,1,1,1,2,2,1,5,1,,402,00068,002,R,4,2
0160085,19,2,1,1,1,1,1,1,3,1,,491,00069,002,R,4,2
0160085,03,2,1,1,1,1,1,2,1,1,,491,00069,002,R,4,2
0160085,13,3,1,1,1,1,1,1,4,1,,491,00069,002,R,4,2
0160085,17,3,1,4,1,1,1,2,5,1,,491,00069,002,R,4,2
0160085,15,3,1,1,1,1,1,1,3,1,,491,00069,002,R,4,2
0160085,14,2,1,1,1,1,1,1,3,1,,491,00069,002,R,4,2
0160085,11,2,1,1,1,1,1,1,1,1,,491,00069,002,R,4,2
0160085,10,2,1,1,1,1,1,1,3,1,,491,00069,002,R,4,2
0160085,16,2,1,1,1,1,1,1,6,1,,491,00069,002,R,4,2
0160085,07,1,1,1,1,1,1,1,1,1,,491,00069,002,R,4,2
0160085,02,2,1,1,1,1,1,2,2,1,,491,00069,002,R,4,2
0160085,01,3,1,1,1,1,1,1,2,1,,491,00069,002,R,4,2
0160085,20,2,2,1,1,1,2,1,4,1,,491,00069,002,R,4,2
0160085,12,2,1,1,1,1,1,2,7,1,,491,00069,002,R,4,2
0160085,06,2,1,1,1,1,1,2,3,1,,491,00069,002,R,4,2
0160085,04,2,1,1,1,1,1,1,5,1,,491,00069,002,R,4,2
0160085,08,2,1,1,1,1,1,1,1,1,,491,00069,002,R,4,2
0160085,05,2,1,1,1,1,1,1,2,1,,491,00069,002,R,4,2
0160085,18,2,1,1,1,1,1,1,2,1,,491,00069,002,R,4,2
0160186,01,2,1,1,1,1,1,2,5,1,,577,00070,002,R,4,2
0160186,04,2,1,1,1,1,1,2,4,1,,577,00070,002,R,4,2
0160186,03,2,1,1,1,1,1,1,4,1,,577,00070,002,R,4,2
0160186,07,2,1,2,1,1,1,2,5,1,,577,00070,002,R,4,2
0160186,08,2,1,5,1,1,2,1,1,1,,577,00070,002,R,4,2
0160186,06,2,1,1,1,1,1,1,2,1,,577,00070,002,R,4,2
0160186,10,2,1,1,1,1,1,1,7,1,,577,00070,002,R,4,2
0160186,09,2,1,1,1,1,1,2,3,1,,577,00070,002,R,4,2
0160186,15,3,1,1,1,1,1,1,4,1,,577,00070,002,R,4,2
0160186,14,2,1,1,1,1,1,1,12,1,,577,00070,002,R,4,2
0160186,13,2,1,1,1,1,1,1,4,1,,577,00070,002,R,4,2
0160186,11,2,1,1,1,2,1,2,4,1,,577,00070,002,R,4,2
0160186,19,2,1,1,1,2,1,2,4,1,,577,00070,002,R,4,2
0160186,18,3,4,2,1,1,1,2,4,1,,577,00070,002,R,4,2
0160186,17,2,1,2,1,1,1,2,5,1,,577,00070,002,R,4,2
0160186,16,2,3,1,1,1,1,1,6,1,,577,00070,002,R,4,2
0160186,05,3,4,5,2,2,1,1,4,1,,577,00070,002,R,4,2
0160186,02,2,1,1,1,1,1,2,10,1,,577,00070,002,R,4,2
0160187,14,3,1,1,1,1,1,1,5,1,,415,00071,002,R,4,2
0160187,11,3,1,1,1,1,1,1,4,1,,415,00071,002,R,4,2
0160187,17,2,1,1,1,1,1,2,1,1,,415,00071,002,R,4,2
0160187,08,3,1,1,1,1,1,2,2,1,,415,00071,002,R,4,2
0160187,15,3,1,1,1,1,1,1,5,1,,415,00071,002,R,4,2
0160187,13,3,1,1,1,1,1,1,2,1,,415,00071,002,R,4,2
0160187,07,2,1,1,1,2,2,2,1,1,,415,00071,002,R,4,2
0160187,06,3,1,1,1,1,1,2,7,1,,415,00071,002,R,4,2
0160187,10,3,1,1,1,1,1,1,4,1,,415,00071,002,R,4,2
0160187,09,2,1,1,1,1,1,2,6,1,,415,00071,002,R,4,2
0160187,12,3,1,1,1,1,1,1,2,1,,415,00071,002,R,4,2
0160187,04,3,1,1,1,1,1,1,3,1,,415,00071,002,R,4,2
0160187,03,3,1,1,1,1,1,1,1,1,,415,00071,002,R,4,2
0160187,02,3,1,1,1,1,1,1,1,1,,415,00071,002,R,4,2
0160187,01,3,1,1,1,1,1,1,3,1,,415,00071,002,R,4,2
0160187,16,3,1,1,1,1,2,1,4,1,,415,00071,002,R,4,2
0160187,19,2,1,1,1,1,1,1,2,1,,415,00071,002,R,4,2
0160195,04,2,1,1,1,1,1,1,8,1,,572,00072,002,R,4,2
0160195,17,2,3,2,1,1,1,1,4,1,,572,00072,002,R,4,2
0160195,05,3,1,1,1,1,1,1,4,1,,572,00072,002,R,4,2
0160195,03,2,1,1,1,1,1,1,5,1,,572,00072,002,R,4,2
0160195,08,2,1,1,1,1,1,1,6,1,,572,00072,002,R,4,2
0160195,09,3,1,1,1,1,1,1,4,1,,572,00072,002,R,4,2
0160195,10,2,1,1,1,1,1,1,3,1,,572,00072,002,R,4,2
0160195,11,3,1,1,1,1,1,1,5,1,,572,00072,002,R,4,2
0160195,12,2,6,1,1,1,1,1,5,1,,572,00072,002,R,4,2
0160195,13,2,1,1,1,1,1,2,3,1,,572,00072,002,R,4,2
0160195,14,2,1,1,1,1,1,1,5,2,2,572,00072,002,R,4,2
0160195,06,2,1,1,1,1,1,2,2,1,,572,00072,002,R,4,2
0160195,02,2,1,1,1,1,1,2,6,1,,572,00072,002,R,4,2
0160195,07,2,4,1,1,1,2,2,7,1,,572,00072,002,R,4,2
0160195,18,3,1,2,1,1,1,1,4,1,,572,00072,002,R,4,2
0160195,15,2,2,2,1,1,1,1,3,1,,572,00072,002,R,4,2
0160195,16,3,1,2,1,1,1,1,6,1,,572,00072,002,R,4,2
0160195,01,3,1,1,1,1,1,2,6,1,,572,00072,002,R,4,2
0160248,02,2,2,1,1,1,1,2,7,1,,538,00073,002,R,4,2
0160248,03,3,1,1,1,1,1,2,4,1,,538,00073,002,R,4,2
0160248,04,2,1,1,1,1,1,2,5,1,,538,00073,002,R,4,2
0160248,09,3,1,1,1,1,1,1,5,1,,538,00073,002,R,4,2
0160248,12,3,1,1,1,1,1,2,3,1,,538,00073,002,R,4,2
0160248,16,2,1,1,1,1,1,2,4,1,,538,00073,002,R,4,2
0160248,17,2,2,2,1,1,1,1,8,1,,538,00073,002,R,4,2
0160248,19,3,1,1,1,1,1,1,3,1,,538,00073,002,R,4,2
0160248,20,2,1,2,1,1,1,1,4,1,,538,00073,002,R,4,2
0160248,18,2,1,1,1,1,1,1,4,1,,538,00073,002,R,4,2
0160248,10,2,1,1,1,1,1,1,6,1,,538,00073,002,R,4,2
0160248,07,3,1,1,1,1,1,1,5,1,,538,00073,002,R,4,2
0160248,08,3,1,1,1,1,1,1,4,1,,538,00073,002,R,4,2
0160248,06,2,1,5,1,1,1,2,10,1,,538,00073,002,R,4,2
0160248,13,3,1,1,1,1,1,1,1,1,,538,00073,002,R,4,2
0160248,14,2,1,1,1,1,1,2,2,1,,538,00073,002,R,4,2
0160248,15,2,1,1,1,1,1,1,4,1,,538,00073,002,R,4,2
0160248,11,2,1,1,1,1,1,1,5,1,,538,00073,002,R,4,2
0160248,01,2,1,1,1,1,1,2,3,1,,538,00073,002,R,4,2
0200170,05,3,1,1,1,1,1,1,2,1,,2827,00074,013,U,1,3
0200170,04,3,1,1,1,1,1,2,1,1,,2827,00074,013,U,1,3
0200170,03,3,1,1,1,1,1,2,1,1,,2827,00074,013,U,1,3
0200170,02,3,1,1,1,1,1,1,2,1,,2827,00074,013,U,1,3
0200170,01,3,1,1,1,1,1,1,3,1,,2827,00074,013,U,1,3
0200191,04,3,1,1,1,1,1,2,1,1,,1775,00075,014,U,1,4
0200191,05,2,1,1,1,1,1,1,3,1,,1775,00075,014,U,1,4
0200191,02,3,1,1,1,1,1,1,2,1,,1775,00075,014,U,1,4
0200191,01,3,1,1,1,1,1,2,3,1,,1775,00075,014,U,1,4
0200191,03,3,1,1,1,1,1,1,5,1,,1775,00075,014,U,1,4
0200322,02,3,1,1,1,1,1,1,3,1,,1841,00076,014,U,1,4
0200322,04,3,1,1,1,1,1,1,3,1,,1841,00076,014,U,1,4
0200322,01,3,1,1,1,1,1,1,5,1,,1841,00076,014,U,1,4
0200322,03,3,1,1,1,1,1,1,7,1,,1841,00076,014,U,1,4
0200500,03,3,1,1,1,1,1,1,2,1,,3454,00077,013,U,1,3
0200500,01,3,1,1,1,1,1,1,2,1,,3454,00077,013,U,1,3
0200500,04,2,1,2,1,1,1,2,3,1,,3454,00077,013,U,1,3
0200500,02,3,1,1,1,1,1,1,3,1,,3454,00077,013,U,1,3
0200519,01,3,1,1,1,1,1,1,4,1,,2580,00078,013,U,1,3
0200519,03,3,1,1,1,1,2,1,1,1,,2580,00078,013,U,1,3
0200519,02,3,1,1,1,1,1,1,5,1,,2580,00078,013,U,1,3
0200519,05,3,1,1,1,1,2,1,7,1,,2580,00078,013,U,1,3
0200519,04,3,1,1,1,1,1,1,3,1,,2580,00078,013,U,1,3
0200669,03,2,1,1,1,1,1,1,1,1,,3474,00079,012,U,1,2
0200669,04,2,1,1,1,1,1,2,2,1,,3474,00079,012,U,1,2
0200669,01,2,1,1,1,1,2,1,1,1,,3474,00079,012,U,1,2
0200669,05,3,1,1,1,1,1,2,2,1,,3474,00079,012,U,1,2
0200692,05,2,1,2,1,1,1,1,1,1,,2443,00080,012,U,1,2
0200692,02,2,3,2,1,1,1,1,8,1,,2443,00080,012,U,1,2
0200692,03,2,4,5,1,1,2,2,1,1,,2443,00080,012,U,1,2
0200692,04,2,1,2,1,1,2,2,3,1,,2443,00080,012,U,1,2
0200752,04,3,1,1,1,1,1,1,4,1,,2519,00081,013,U,1,3
0200752,03,3,1,1,1,1,1,2,7,1,,2519,00081,013,U,1,3
0200752,01,3,1,1,1,1,1,2,4,1,,2519,00081,013,U,1,3
0200752,02,3,1,1,1,1,1,1,1,1,,2519,00081,013,U,1,3
0200866,05,3,1,1,1,1,1,1,2,1,,1716,00082,014,U,1,4
0200866,04,3,1,1,1,1,1,1,2,1,,1716,00082,014,U,1,4
0200866,02,3,1,1,1,1,1,1,1,1,,1716,00082,014,U,1,4
0200866,01,2,1,1,1,1,1,1,4,1,,1716,00082,014,U,1,4
0200954,03,3,1,1,1,1,1,1,3,1,,2686,00083,012,U,1,2
0200954,04,3,1,1,1,1,1,2,1,1,,2686,00083,012,U,1,2
0200954,05,2,1,1,1,1,2,2,1,1,,2686,00083,012,U,1,2
0200954,02,3,1,1,1,1,1,1,1,1,,2686,00083,012,U,1,2
0200954,01,3,1,1,1,1,1,2,1,1,,2686,00083,012,U,1,2
0200959,01,2,1,1,1,1,1,1,1,1,,3096,00084,013,U,1,3
0200959,02,3,1,1,1,1,1,1,5,1,,3096,00084,013,U,1,3
0200959,05,2,1,1,1,1,1,1,3,1,,3096,00084,013,U,1,3
0200959,03,3,1,1,1,1,1,1,4,1,,3096,00084,013,U,1,3
0200959,04,3,1,1,1,1,1,1,1,1,,3096,00084,013,U,1,3
0200984,05,3,1,1,1,1,1,1,1,1,,3276,00085,013,U,1,3
0200984,02,3,1,1,1,1,1,1,2,1,,3276,00085,013,U,1,3
0200984,03,3,1,1,1,1,1,1,3,1,,3276,00085,013,U,1,3
0200984,01,3,1,1,1,1,1,1,4,1,,3276,00085,013,U,1,3
0200984,04,2,1,1,1,1,1,1,4,1,,3276,00085,013,U,1,3
0201092,05,3,1,1,1,1,1,1,5,1,,2038,00086,014,U,1,4
0201092,01,3,1,1,1,1,1,1,1,1,,2038,00086,014,U,1,4
0201092,03,3,1,1,1,1,1,1,1,1,,2038,00086,014,U,1,4
0201092,04,3,1,1,1,1,1,1,2,1,,2038,00086,014,U,1,4
0201190,03,3,1,1,1,1,1,1,1,1,,1962,00087,014,U,1,4
0201190,05,3,1,1,1,1,1,1,4,1,,1962,00087,014,U,1,4
0201190,04,3,1,1,1,1,1,1,4,1,,1962,00087,014,U,1,4
0201190,02,3,1,1,1,1,1,1,3,1,,1962,00087,014,U,1,4
0201190,01,3,1,1,1,1,1,2,2,1,,1962,00087,014,U,1,4
0201198,05,3,1,1,1,1,1,1,5,1,,2134,00088,014,U,1,4
0201198,01,3,1,1,1,1,1,1,2,1,,2134,00088,014,U,1,4
0201198,02,3,1,1,1,1,1,1,3,1,,2134,00088,014,U,1,4
0201198,04,3,1,1,1,1,1,1,1,1,,2134,00088,014,U,1,4
0201198,03,3,1,1,1,1,1,2,1,1,,2134,00088,014,U,1,4
0201262,01,3,1,1,1,1,1,1,6,1,,3382,00089,013,U,1,3
0201262,05,3,1,1,1,1,1,1,5,1,,3382,00089,013,U,1,3
0201262,02,3,1,1,1,1,1,1,5,1,,3382,00089,013,U,1,3
0201262,04,3,1,1,1,1,1,1,2,1,,3382,00089,013,U,1,3
0201262,03,3,1,1,1,1,1,1,2,1,,3382,00089,013,U,1,3
0201633,04,3,1,1,1,1,1,1,4,1,,3628,00090,013,U,1,3
0201633,05,2,1,1,1,1,1,1,1,1,,3628,00090,013,U,1,3
0201633,03,3,1,1,1,1,1,1,4,1,,3628,00090,013,U,1,3
0201666,05,3,1,1,1,1,1,1,2,1,,3413,00091,013,U,1,3
0201666,04,3,1,1,1,1,1,1,3,1,,3413,00091,013,U,1,3
0201666,02,3,1,1,1,1,1,1,4,1,,3413,00091,013,U,1,3
0201666,01,3,1,1,1,2,1,1,2,1,,3413,00091,013,U,1,3
0201666,03,3,1,1,1,1,1,1,2,1,,3413,00091,013,U,1,3
0201744,05,3,1,1,1,1,1,2,1,1,,2917,00092,013,U,1,3
0201744,04,3,1,1,1,1,1,2,1,1,,2917,00092,013,U,1,3
0201744,03,3,1,1,1,1,1,1,4,1,,2917,00092,013,U,1,3
0201744,01,3,1,1,1,1,1,1,4,1,,2917,00092,013,U,1,3
0201744,02,3,1,1,1,1,1,1,3,1,,2917,00092,013,U,1,3
0201749,01,3,1,1,1,1,1,1,3,1,,3218,00093,013,U,1,3
0201749,03,1,1,1,1,1,2,2,3,1,,3218,00093,013,U,1,3
0201749,05,2,1,1,1,1,1,2,4,1,,3218,00093,013,U,1,3
0201749,02,3,1,1,1,1,1,1,3,1,,3218,00093,013,U,1,3
0201749,04,2,1,1,1,1,1,1,5,1,,3218,00093,013,U,1,3
0201927,02,3,1,1,1,2,2,2,1,1,,3098,00094,013,U,1,3
0201927,04,3,1,1,1,1,1,1,5,1,,3098,00094,013,U,1,3
0201927,05,3,1,1,1,1,1,1,2,1,,3098,00094,013,U,1,3
0201927,03,3,1,1,1,1,1,1,2,1,,3098,00094,013,U,1,3
0202037,04,3,1,1,1,1,1,1,3,1,,2019,00095,014,U,1,4
0202037,05,3,1,1,1,1,1,1,2,1,,2019,00095,014,U,1,4
0202037,01,3,1,1,1,1,1,1,7,1,,2019,00095,014,U,1,4
0202037,03,3,1,1,1,1,1,1,5,1,,2019,00095,014,U,1,4
0202037,02,3,1,1,1,1,1,1,2,1,,2019,00095,014,U,1,4
0202121,01,3,1,1,1,1,2,2,3,1,,2576,00096,012,U,1,2
0202121,05,2,1,1,1,1,1,1,4,1,,2576,00096,012,U,1,2
0202121,03,3,1,1,1,1,1,1,4,1,,2576,00096,012,U,1,2
0202121,04,2,1,1,1,1,1,2,1,1,,2576,00096,012,U,1,2
0202121,02,3,1,1,1,1,1,1,6,1,,2576,00096,012,U,1,2
0202151,01,3,1,1,1,1,1,1,3,1,,1980,00097,014,U,1,4
0202151,03,2,1,1,1,1,1,1,4,1,,1980,00097,014,U,1,4
0202151,05,3,1,1,1,1,1,1,2,1,,1980,00097,014,U,1,4
0202151,02,3,1,1,1,1,1,1,3,1,,1980,00097,014,U,1,4
0202151,04,3,1,1,1,1,1,1,3,1,,1980,00097,014,U,1,4
0202161,04,3,1,1,1,1,2,2,4,1,,3048,00098,013,U,1,3
0202161,02,3,1,1,1,1,1,1,3,1,,3048,00098,013,U,1,3
0202161,01,3,1,1,1,1,1,1,4,1,,3048,00098,013,U,1,3
0202161,05,3,1,1,1,1,1,1,2,1,,3048,00098,013,U,1,3
0202161,03,2,1,1,1,1,1,1,2,1,,3048,00098,013,U,1,3
0202166,02,3,1,1,1,1,1,2,2,1,,2097,00099,014,U,1,4
0202166,03,3,1,1,1,1,1,1,4,1,,2097,00099,014,U,1,4
0202166,05,3,1,1,1,1,1,1,4,1,,2097,00099,014,U,1,4
0202166,01,3,1,1,1,1,1,1,3,1,,2097,00099,014,U,1,4
0202166,04,3,1,1,1,1,1,1,2,1,,2097,00099,014,U,1,4
0202251,01,2,1,1,1,1,1,1,6,1,,2629,00100,012,U,1,2
0202251,03,2,1,1,1,1,1,2,3,1,,2629,00100,012,U,1,2
0202251,02,2,1,1,1,1,1,1,3,1,,2629,00100,012,U,1,2
0202251,05,3,1,1,1,1,1,1,4,1,,2629,00100,012,U,1,2
0202251,04,3,1,1,1,1,2,2,1,1,,2629,00100,012,U,1,2
0202265,04,2,1,1,1,1,2,2,4,1,,3095,00101,013,U,1,3
0202265,03,3,1,1,1,1,1,2,5,1,,3095,00101,013,U,1,3
0202265,05,3,1,1,1,1,1,1,3,1,,3095,00101,013,U,1,3
0202265,01,3,1,1,1,1,1,1,3,1,,3095,00101,013,U,1,3
0202293,02,3,1,1,1,1,1,1,2,1,,2032,00102,014,U,1,4
0202293,01,3,1,1,1,1,1,1,4,1,,2032,00102,014,U,1,4
0202293,04,3,1,1,1,1,1,1,2,1,,2032,00102,014,U,1,4
0202293,05,3,1,1,1,1,1,1,5,1,,2032,00102,014,U,1,4
0202293,03,2,1,1,1,1,1,1,3,1,,2032,00102,014,U,1,4
0202412,05,3,1,1,1,1,1,2,1,1,,1960,00103,014,U,1,4
0202412,04,3,1,1,1,1,1,1,2,1,,1960,00103,014,U,1,4
0202412,03,2,1,1,1,1,1,1,3,1,,1960,00103,014,U,1,4
0202412,02,3,1,1,1,1,1,1,2,1,,1960,00103,014,U,1,4
0202412,01,3,1,1,1,1,1,1,2,1,,1960,00103,014,U,1,4
0202427,01,3,1,1,1,1,1,1,5,1,,2073,00104,014,U,1,4
0202427,02,3,1,1,1,1,1,1,4,1,,2073,00104,014,U,1,4
0202427,05,3,1,1,1,1,1,1,3,1,,2073,00104,014,U,1,4
0202427,04,3,1,1,1,1,1,1,3,1,,2073,00104,014,U,1,4
0202633,02,3,1,1,1,1,1,1,3,1,,2767,00105,012,U,1,2
0202633,05,3,1,1,1,1,1,1,3,1,,2767,00105,012,U,1,2
0202633,04,3,1,1,1,1,1,2,1,1,,2767,00105,012,U,1,2
0202633,03,3,1,1,1,1,1,1,3,1,,2767,00105,012,U,1,2
0202633,01,3,1,1,1,1,1,1,2,1,,2767,00105,012,U,1,2
0202817,03,3,1,1,1,1,1,1,5,1,,2172,00106,014,U,1,4
0202817,04,3,1,1,1,1,1,1,3,1,,2172,00106,014,U,1,4
0202817,02,3,1,1,1,1,1,1,1,1,,2172,00106,014,U,1,4
0202817,01,3,1,1,1,1,2,1,2,1,,2172,00106,014,U,1,4
0202903,04,2,1,1,1,1,2,2,2,1,,2634,00107,012,U,1,2
0202903,03,3,1,1,1,1,1,1,2,1,,2634,00107,012,U,1,2
0202903,01,3,1,1,1,1,1,1,4,1,,2634,00107,012,U,1,2
0202903,05,2,1,1,1,1,1,1,4,1,,2634,00107,012,U,1,2
0202903,02,2,1,1,1,1,1,1,4,1,,2634,00107,012,U,1,2
0202910,01,3,1,1,1,1,1,1,4,1,,2387,00108,012,U,1,2
0202910,04,2,1,1,1,1,2,2,3,1,,2387,00108,012,U,1,2
0202910,03,3,1,1,1,1,1,1,2,1,,2387,00108,012,U,1,2
0202910,02,3,1,1,1,1,2,1,2,1,,2387,00108,012,U,1,2
0203336,04,2,1,1,1,1,1,1,3,1,,2758,00109,013,U,1,3
0203336,03,2,1,1,1,1,1,1,3,1,,2758,00109,013,U,1,3
0203336,01,3,1,1,1,1,1,1,3,1,,2758,00109,013,U,1,3
0203336,02,2,1,1,1,1,1,2,1,1,,2758,00109,013,U,1,3
0203336,05,3,1,1,1,1,2,1,1,1,,2758,00109,013,U,1,3
0203339,02,3,1,1,1,1,1,1,2,1,,2812,00110,013,U,1,3
0203339,04,2,1,1,1,1,1,1,4,1,,2812,00110,013,U,1,3
0203339,03,3,1,1,1,1,1,1,1,1,,2812,00110,013,U,1,3
0203339,05,3,1,1,1,1,1,1,6,1,,2812,00110,013,U,1,3
0203339,01,3,1,1,1,1,2,1,2,1,,2812,00110,013,U,1,3
0203434,04,2,1,1,1,1,1,1,3,1,,2036,00111,014,U,1,4
0203434,01,3,1,1,1,2,2,2,2,1,,2036,00111,014,U,1,4
0203434,05,2,1,1,1,1,1,1,4,1,,2036,00111,014,U,1,4
0203434,03,3,1,1,1,1,1,1,3,1,,2036,00111,014,U,1,4
0203527,05,2,1,1,1,2,2,2,4,1,,3026,00112,012,U,1,2
0203527,03,2,1,1,1,1,1,1,13,1,,3026,00112,012,U,1,2
0203527,01,2,1,1,1,1,1,2,4,1,,3026,00112,012,U,1,2
0203527,02,3,1,1,1,1,1,1,3,1,,3026,00112,012,U,1,2
0203527,04,3,1,1,1,1,1,1,3,1,,3026,00112,012,U,1,2
0203665,03,3,1,1,1,1,2,1,2,1,,3065,00113,013,U,1,3
0203665,04,2,1,1,1,1,1,1,1,1,,3065,00113,013,U,1,3
0203668,03,3,1,1,1,1,1,1,3,1,,2907,00114,013,U,1,3
0203668,01,3,1,1,1,1,1,1,2,1,,2907,00114,013,U,1,3
0203668,05,3,1,1,1,1,1,1,1,1,,2907,00114,013,U,1,3
0203668,04,2,1,1,1,1,1,1,4,1,,2907,00114,013,U,1,3
0203709,04,1,1,2,1,2,1,2,7,1,,126,00115,011,U,1,1
0203709,03,2,1,2,1,1,1,1,1,1,,126,00115,011,U,1,1
0203709,01,2,1,2,1,2,1,2,3,1,,126,00115,011,U,1,1
0203709,02,2,1,2,1,1,1,2,4,1,,126,00115,011,U,1,1
0203946,04,2,2,1,1,1,2,2,1,1,,2434,00116,012,U,1,2
0203946,05,2,1,1,1,1,1,1,1,1,,2434,00116,012,U,1,2
0203946,02,2,1,1,1,1,1,1,5,1,,2434,00116,012,U,1,2
0203983,02,2,1,1,1,1,1,1,4,1,,2233,00117,012,U,1,2
0203983,05,3,1,1,1,1,1,1,4,1,,2233,00117,012,U,1,2
0203983,04,2,2,1,1,1,1,1,6,1,,2233,00117,012,U,1,2
0203983,03,2,1,1,1,1,1,1,1,1,,2233,00117,012,U,1,2
0203983,01,3,1,1,1,1,1,1,3,1,,2233,00117,012,U,1,2
0204002,02,2,1,1,1,1,1,1,2,1,,2653,00118,012,U,1,2
0204002,01,2,1,1,1,1,1,1,4,1,,2653,00118,012,U,1,2
0204002,04,2,1,1,1,1,1,2,3,1,,2653,00118,012,U,1,2
0204002,05,2,1,1,1,1,1,2,9,1,,2653,00118,012,U,1,2
0204002,03,3,1,1,1,1,1,1,3,1,,2653,00118,012,U,1,2
0204018,04,3,1,1,1,1,1,1,4,1,,2039,00119,012,U,1,2
0204018,05,2,1,1,1,1,2,2,3,1,,2039,00119,012,U,1,2
0204018,02,3,1,1,1,1,1,1,5,1,,2039,00119,012,U,1,2
0204018,01,3,1,1,1,1,1,2,3,1,,2039,00119,012,U,1,2
0204022,04,2,2,5,1,1,1,1,3,1,,3127,00120,012,U,1,2
0204022,02,3,1,1,1,1,1,2,2,1,,3127,00120,012,U,1,2
0204022,01,3,1,5,1,1,1,1,5,1,,3127,00120,012,U,1,2
0204022,03,3,1,1,1,1,1,1,1,1,,3127,00120,012,U,1,2
0204022,05,2,1,1,1,2,2,2,3,1,,3127,00120,012,U,1,2
0204109,03,2,2,3,1,1,1,1,6,1,,2525,00121,012,U,1,2
0204109,05,1,2,2,1,1,2,2,4,1,,2525,00121,012,U,1,2
0204109,04,2,1,1,1,1,1,2,8,1,,2525,00121,012,U,1,2
0204109,02,2,1,1,1,1,1,1,5,1,,2525,00121,012,U,1,2
0204109,01,3,1,3,1,1,2,1,4,1,,2525,00121,012,U,1,2
0204180,04,3,1,2,1,1,1,1,5,1,,163,00122,011,U,1,1
0204180,02,2,1,2,1,1,1,1,5,1,,163,00122,011,U,1,1
0204180,03,2,2,2,1,1,1,2,2,1,,163,00122,011,U,1,1
0204180,01,1,2,5,1,2,2,1,1,1,,163,00122,011,U,1,1
0204180,05,2,1,2,1,1,1,1,3,1,,163,00122,011,U,1,1
0204200,01,2,1,5,1,1,1,1,8,1,,2494,00123,012,U,1,2
0204200,03,2,1,5,1,1,1,1,4,1,,2494,00123,012,U,1,2
0204200,02,2,1,1,1,1,1,2,4,1,,2494,00123,012,U,1,2
0204200,04,2,1,5,1,1,1,1,2,1,,2494,00123,012,U,1,2
0204200,05,2,2,5,1,1,2,2,2,1,,2494,00123,012,U,1,2
0204235,03,2,1,1,1,1,1,2,3,1,,2551,00124,012,U,1,2
0204235,01,2,1,1,1,1,1,1,1,1,,2551,00124,012,U,1,2
0204235,02,3,1,1,1,1,1,2,5,1,,2551,00124,012,U,1,2
0204235,04,3,1,1,1,1,1,1,2,1,,2551,00124,012,U,1,2
0204236,05,3,1,1,1,1,1,1,3,1,,3186,00125,013,U,1,3
0204236,03,3,1,1,1,1,1,1,4,1,,3186,00125,013,U,1,3
0204236,04,2,1,1,1,1,1,1,1,1,,3186,00125,013,U,1,3
0204236,02,3,1,1,1,1,1,1,3,1,,3186,00125,013,U,1,3
0204236,01,3,1,1,1,1,2,1,2,1,,3186,00125,013,U,1,3
0204596,02,3,1,1,1,1,1,2,1,1,,2563,00126,013,U,1,3
0204596,01,3,1,1,1,1,1,2,2,1,,2563,00126,013,U,1,3
0204621,01,3,1,1,1,1,1,1,4,1,,2093,00127,014,U,1,4
0204621,04,3,1,1,1,1,1,1,3,1,,2093,00127,014,U,1,4
0204644,05,2,1,1,1,1,1,1,4,1,,3188,00128,013,U,1,3
0204644,01,2,1,1,1,1,1,2,1,1,,3188,00128,013,U,1,3
0204644,02,2,1,1,1,1,1,1,4,1,,3188,00128,013,U,1,3
0204644,03,2,1,1,1,1,2,1,4,1,,3188,00128,013,U,1,3
0204644,04,3,1,1,1,1,1,1,4,1,,3188,00128,013,U,1,3
0204770,02,3,1,1,1,1,1,1,1,1,,1855,00129,014,U,1,4
0204770,03,3,1,1,1,1,1,1,1,1,,1855,00129,014,U,1,4
0204770,04,3,1,1,1,1,1,1,1,1,,1855,00129,014,U,1,4
0204808,05,3,1,1,1,1,1,1,2,1,,2592,00130,012,U,1,2
0204808,04,3,1,1,1,1,2,2,2,1,,2592,00130,012,U,1,2
0204808,01,3,2,1,1,1,2,1,1,1,,2592,00130,012,U,1,2
0204808,03,2,1,1,1,1,1,1,2,1,,2592,00130,012,U,1,2
0204815,05,2,1,1,1,1,1,1,1,1,,2935,00131,013,U,1,3
0204815,03,3,1,1,1,1,1,1,6,1,,2935,00131,013,U,1,3
0204815,04,2,1,1,1,1,2,2,1,1,,2935,00131,013,U,1,3
0204815,02,2,1,1,1,1,1,2,1,1,,2935,00131,013,U,1,3
0204932,05,3,1,1,1,1,1,1,6,1,,2853,00132,012,U,1,2
0204932,04,2,1,1,1,1,1,1,2,1,,2853,00132,012,U,1,2
0204932,01,2,1,1,1,1,1,1,3,1,,2853,00132,012,U,1,2
0204932,02,2,2,2,1,2,2,2,1,1,,2853,00132,012,U,1,2
0204932,03,2,1,1,1,2,2,2,1,1,,2853,00132,012,U,1,2
0204937,05,1,1,2,1,1,1,1,4,1,,2450,00133,012,U,1,2
